-2.797996421577408910e-05,-1.413613699696725234e-05,9.598241013009101152e-05,-1.110880374908447266e-01,-7.445868104696273804e-03,-9.937826991081237793e-01,-4.806665331125259399e-02,4.570465683937072754e-01,-1.289643287658691406e+00,5.297163873910903931e-02,4.663416743278503418e-01,-1.294650793075561523e+00,2.570754587650299072e-01,4.978551268577575684e-01,-1.291254520416259766e+00,-2.396052777767181396e-01,5.044254660606384277e-01,-1.295519828796386719e+00,-3.100418951362371445e-03,2.712866757065057755e-03,-2.022012340603396297e-04,-1.937761844601482153e-04,-1.937761844601482153e-04,0.000000000000000000e+00,-1.937761902809143066e-03,0.000000000000000000e+00,-6.066037458367645741e-04,-1.937761902809143066e-03,-1.937761902809143066e-03,1.011006170301698148e-04,2.582885921001434326e-01,5.043722987174987793e-01,-1.136393070220947266e+00,-2.883434593677520752e-01,4.338037371635437012e-01,-1.267247438430786133e+00,3.948871791362762451e-02,-6.668683290481567383e-01,4.331149533390998840e-02,4.191605374217033386e-02,-7.950308322906494141e-01,2.467582970857620239e-01,-1.720858663320541382e-01,9.084509611129760742e-01,-1.816811800003051758e+00,1.645721495151519775e-01,9.260931015014648438e-01,-1.784098267555236816e+00,-8.952098339796066284e-02,6.012423038482666016e-01,-1.438310384750366211e+00,1.098721772432327271e-01,6.332828998565673828e-01,-1.489172101020812988e+00
-4.135070048505440354e-05,-4.475845707929693162e-05,4.686208558268845081e-05,-1.111030951142311096e-01,-7.460301741957664490e-03,-9.937809109687805176e-01,-4.803637415170669556e-02,4.570465683937072754e-01,-1.289627552032470703e+00,5.300191789865493774e-02,4.663113951683044434e-01,-1.294635057449340820e+00,2.570754587650299072e-01,4.978248476982116699e-01,-1.291238784790039062e+00,-2.396052777767181396e-01,5.044557452201843262e-01,-1.295519828796386719e+00,2.906643087044358253e-03,3.875523689202964306e-04,4.044024681206792593e-04,2.712866757065057755e-03,-2.712866757065057755e-03,1.112106838263571262e-03,-1.743985689245164394e-03,-2.519090427085757256e-03,1.112106838263571262e-03,-1.550209475681185722e-03,1.550209475681185722e-03,-6.066037458367645741e-04,4.181035459041595459e-01,4.344443678855895996e-01,-8.811558485031127930e-01,-3.316270112991333008e-01,3.205944299697875977e-01,-8.540030717849731445e-01,-9.581756591796875000e-02,-7.696735858917236328e-01,2.288656085729598999e-01,4.223023727536201477e-02,-6.497768163681030273e-01,-1.353445649147033691e-01,-1.829067468643188477e-01,8.801485896110534668e-01,-1.713500738143920898e+00,2.045258879661560059e-01,9.086111187934875488e-01,-1.720288991928100586e+00,-8.944243937730789185e-02,6.375557780265808105e-01,-1.533836126327514648e+00,7.604561001062393188e-02,6.075816154479980469e-01,-1.442783594131469727e+00
1.745279179885983467e-03,1.299263536930084229e-02,-4.896266909781843424e-05,-1.045883446931838989e-01,-8.347365073859691620e-03,-9.944805502891540527e-01,-1.800105534493923187e-02,4.325520396232604980e-01,-1.231810569763183594e+00,2.850738726556301117e-02,4.423922896385192871e-01,-1.233627080917358398e+00,2.497785389423370361e-01,4.612799286842346191e-01,-1.218130350112915039e+00,-2.340947687625885010e-01,4.693337082862854004e-01,-1.218477964401245117e+00,2.480335235595703125e-01,-1.608342230319976807e-01,2.387996613979339600e-01,-1.945512890815734863e-01,-1.377748697996139526e-01,3.486960530281066895e-01,5.135069042444229126e-02,-2.054027616977691650e-01,2.954160273075103760e-01,-7.673536986112594604e-02,-1.976517140865325928e-01,2.669056355953216553e-01,4.559164643287658691e-01,3.329912722110748291e-01,-8.931804299354553223e-01,-2.903552651405334473e-01,2.713863253593444824e-01,-7.884585857391357422e-01,-1.554845869541168213e-01,-7.394047975540161133e-01,2.652766406536102295e-01,3.442493826150894165e-02,-6.529428958892822266e-01,-9.686118364334106445e-02,-1.725888103246688843e-01,8.678466081619262695e-01,-1.697114706039428711e+00,2.139791101217269897e-01,8.832477927207946777e-01,-1.723295092582702637e+00,-9.139376878738403320e-02,6.367642879486083984e-01,-1.524215340614318848e+00,6.112885475158691406e-02,6.151487827301025391e-01,-1.433680891990661621e+00
6.136125419288873672e-03,1.005740314722061157e-01,6.920060841366648674e-04,-6.468503177165985107e-02,-1.007701922208070755e-02,-9.978548288345336914e-01,1.317516267299652100e-01,3.086866736412048340e-01,-1.161008596420288086e+00,-1.200947389006614685e-01,3.204039931297302246e-01,-1.164625883102416992e+00,3.006145060062408447e-01,2.909991145133972168e-01,-1.118704080581665039e+00,-2.779366672039031982e-01,3.069856762886047363e-01,-1.133506059646606445e+00,3.887150287628173828e-01,-3.230248987674713135e-01,2.448657006025314331e-01,-4.036357998847961426e-01,-3.600361645221710205e-01,2.130190134048461914e-01,5.832663178443908691e-02,-4.631250798702239990e-01,3.940902352333068848e-01,-5.231957416981458664e-03,-4.408408105373382568e-01,3.917649090290069580e-01,4.101313650608062744e-01,3.079361021518707275e-01,-7.097758650779724121e-01,-1.894357800483703613e-01,8.710677921772003174e-02,-6.474958658218383789e-01,-1.118942797183990479e-01,-6.082594394683837891e-01,1.242609620094299316e-01,2.779305726289749146e-02,-6.217910051345825195e-01,-1.795294284820556641e-01,-1.473589390516281128e-01,8.217766880989074707e-01,-1.661873936653137207e+00,2.025328427553176880e-01,8.769840002059936523e-01,-1.677443981170654297e+00,-9.305173903703689575e-02,6.445522308349609375e-01,-1.544882297515869141e+00,7.202643156051635742e-02,6.479351520538330078e-01,-1.468934774398803711e+00
7.072622887790203094e-03,2.228131592273712158e-01,3.477295394986867905e-03,-5.765040405094623566e-03,-1.084585580974817276e-02,-9.999245405197143555e-01,2.565859258174896240e-01,1.728010922670364380e-01,-1.061155796051025391e+00,-2.392974197864532471e-01,1.885756999254226685e-01,-1.067664146423339844e+00,3.093647062778472900e-01,1.007351428270339966e-01,-9.705286026000976562e-01,-2.783907949924468994e-01,1.297107487916946411e-01,-1.000463962554931641e+00,2.798128128051757812e-01,-4.139059484004974365e-01,2.029089480638504028e-01,-2.827194333076477051e-01,-3.685623109340667725e-01,1.841042339801788330e-01,5.425733514130115509e-03,-5.392791032791137695e-01,3.437421023845672607e-01,2.073405310511589050e-02,-5.104064941406250000e-01,3.107833266258239746e-01,3.872466087341308594e-01,3.578192591667175293e-01,-9.064715504646301270e-01,-1.293688416481018066e-01,9.408347308635711670e-02,-9.998103380203247070e-01,-7.048793137073516846e-02,-6.016781330108642578e-01,-8.268694579601287842e-02,3.929449990391731262e-02,-7.606716156005859375e-01,-2.622525691986083984e-01,-1.323422044515609741e-01,8.235208392143249512e-01,-1.749952554702758789e+00,1.968116462230682373e-01,8.894548416137695312e-01,-1.726617932319641113e+00,-9.017637372016906738e-02,6.098321080207824707e-01,-1.565563201904296875e+00,8.237801492214202881e-02,6.495804786682128906e-01,-1.520671725273132324e+00
1.041253563016653061e-02,3.195250332355499268e-01,5.205867346376180649e-03,4.974956810474395752e-02,-1.313461735844612122e-02,-9.986753463745117188e-01,3.227423131465911865e-01,3.061784431338310242e-02,-9.756784439086914062e-01,-3.066648840904235840e-01,4.633183404803276062e-02,-9.865467548370361328e-01,3.010081350803375244e-01,-9.794603288173675537e-02,-8.118638992309570312e-01,-2.658861577510833740e-01,-7.596449553966522217e-02,-8.455588817596435547e-01,9.960095584392547607e-02,-2.794252634048461914e-01,1.823855191469192505e-01,-8.429264277219772339e-02,-2.798128128051757812e-01,1.628731042146682739e-01,-3.003530763089656830e-02,-3.935594260692596436e-01,3.879230916500091553e-01,4.263076186180114746e-02,-4.702948033809661865e-01,3.893384635448455811e-01,3.729099035263061523e-01,4.608042538166046143e-01,-1.027545690536499023e+00,-1.331427693367004395e-01,1.652596145868301392e-01,-1.110484838485717773e+00,-1.102141439914703369e-01,-5.675507783889770508e-01,-1.813857257366180420e-01,7.934395223855972290e-02,-7.314841747283935547e-01,-3.374797105789184570e-01,-1.332856863737106323e-01,8.413149118423461914e-01,-1.777621269226074219e+00,1.932274699211120605e-01,9.152010679244995117e-01,-1.756886482238769531e+00,-8.016401529312133789e-02,6.171289682388305664e-01,-1.584369897842407227e+00,7.244646549224853516e-02,6.581122875213623047e-01,-1.545346379280090332e+00
1.334213279187679291e-02,3.594642281532287598e-01,4.389900714159011841e-03,8.918382227420806885e-02,-1.544203702360391617e-02,-9.958954453468322754e-01,3.324310481548309326e-01,-4.767983034253120422e-02,-9.222531318664550781e-01,-3.115698397159576416e-01,-4.898183420300483704e-02,-9.387292861938476562e-01,2.892604768276214600e-01,-2.185717076063156128e-01,-6.861200332641601562e-01,-2.549256980419158936e-01,-2.168459147214889526e-01,-7.159605026245117188e-01,-2.499713003635406494e-02,-1.563773900270462036e-01,1.290043890476226807e-01,3.836768493056297302e-02,-1.742047965526580811e-01,1.221295446157455444e-01,-5.173824355006217957e-02,-2.398949116468429565e-01,3.125020265579223633e-01,2.964775823056697845e-02,-2.991904616355895996e-01,3.337331414222717285e-01,4.486551284790039062e-01,6.588107943534851074e-01,-1.221785783767700195e+00,-2.119170278310775757e-01,2.464017719030380249e-01,-1.182161211967468262e+00,-1.923885494470596313e-01,-5.495780706405639648e-01,-2.773660421371459961e-01,1.084659099578857422e-01,-7.194207906723022461e-01,-3.518094718456268311e-01,-1.529792547225952148e-01,8.616004586219787598e-01,-1.795540332794189453e+00,2.121637761592864990e-01,9.647027254104614258e-01,-1.805446386337280273e+00,-7.288352400064468384e-02,6.201447844505310059e-01,-1.587952375411987305e+00,5.190286412835121155e-02,6.626054644584655762e-01,-1.569341540336608887e+00
2.015454508364200592e-02,3.512887358665466309e-01,-8.266092627309262753e-04,1.124946847558021545e-01,-1.909786276519298553e-02,-9.934687614440917969e-01,3.086329400539398193e-01,-9.724418818950653076e-02,-8.701863288879394531e-01,-2.826245427131652832e-01,-1.124434918165206909e-01,-8.909275531768798828e-01,2.633428871631622314e-01,-2.878164052963256836e-01,-5.858092308044433594e-01,-2.372133433818817139e-01,-2.994126677513122559e-01,-6.077039241790771484e-01,-7.150341570377349854e-02,-8.894327282905578613e-02,1.327451169490814209e-01,8.681173622608184814e-02,-1.433943808078765869e-01,1.318352073431015015e-01,-8.681173622608184814e-02,-1.375810950994491577e-01,1.922933757305145264e-01,5.910173803567886353e-02,-1.433943808078765869e-01,2.032122611999511719e-01,5.261764526367187500e-01,8.231019377708435059e-01,-1.239976882934570312e+00,-2.595254778861999512e-01,3.554485440254211426e-01,-1.119217753410339355e+00,-2.895880639553070068e-01,-4.068443477153778076e-01,-3.156254589557647705e-01,1.009901762008666992e-01,-6.074178218841552734e-01,-3.230908811092376709e-01,-1.648813635110855103e-01,8.888621330261230469e-01,-1.779804468154907227e+00,2.315441071987152100e-01,1.005775451660156250e+00,-1.809994220733642578e+00,-7.475245743989944458e-02,6.481455564498901367e-01,-1.580772757530212402e+00,2.760298363864421844e-02,6.982889175415039062e-01,-1.578906416893005371e+00
2.453643456101417542e-02,3.034814298152923584e-01,-9.772816672921180725e-03,1.195263266563415527e-01,-2.222901768982410431e-02,-9.925821423530578613e-01,2.825337350368499756e-01,-1.079018563032150269e-01,-8.019750118255615234e-01,-2.485017478466033936e-01,-1.600094288587570190e-01,-8.270287513732910156e-01,2.272823154926300049e-01,-3.312949538230895996e-01,-5.016112327575683594e-01,-2.119618952274322510e-01,-3.484622836112976074e-01,-5.184192657470703125e-01,-5.600131675601005554e-02,4.921915009617805481e-02,1.543806493282318115e-01,6.898432224988937378e-02,-8.216110616922378540e-02,1.616598963737487793e-01,-6.452746689319610596e-02,-6.820921599864959717e-02,1.585257798433303833e-01,3.642992302775382996e-02,-9.824453294277191162e-02,1.869350522756576538e-01,6.040127277374267578e-01,9.552521109580993652e-01,-1.227528572082519531e+00,-2.943906784057617188e-01,4.686952829360961914e-01,-1.112981319427490234e+00,-3.268914818763732910e-01,-2.345681488513946533e-01,-2.958689928054809570e-01,1.053338199853897095e-01,-4.602028429508209229e-01,-2.336938232183456421e-01,-1.735976636409759521e-01,9.171738028526306152e-01,-1.778245329856872559e+00,2.510031759738922119e-01,1.038812994956970215e+00,-1.806882143020629883e+00,-7.366654276847839355e-02,6.849492788314819336e-01,-1.558423399925231934e+00,1.827712915837764740e-02,7.413579821586608887e-01,-1.573967218399047852e+00
3.302007913589477539e-02,2.083584815263748169e-01,-2.035986632108688354e-02,1.032096222043037415e-01,-2.847669273614883423e-02,-9.942519068717956543e-01,2.603403031826019287e-01,-7.132659852504730225e-02,-7.394821643829345703e-01,-2.198289334774017334e-01,-1.713635176420211792e-01,-7.629721164703369141e-01,2.072992026805877686e-01,-3.408324122428894043e-01,-4.482175111770629883e-01,-2.033933699131011963e-01,-3.702015280723571777e-01,-4.582803249359130859e-01,-5.154446512460708618e-02,1.391313076019287109e-01,1.700512468814849854e-01,7.247229665517807007e-02,2.131537999957799911e-03,1.639852076768875122e-01,-4.398719221353530884e-02,6.200837902724742889e-03,1.200064420700073242e-01,1.337055675685405731e-02,-3.507349267601966858e-02,1.365869343280792236e-01,7.086193561553955078e-01,1.055080413818359375e+00,-1.285401105880737305e+00,-3.703992962837219238e-01,5.549694299697875977e-01,-1.181506156921386719e+00,-3.197883367538452148e-01,-1.819149851799011230e-01,-2.587968409061431885e-01,1.331764757633209229e-01,-3.604782223701477051e-01,-1.599982380867004395e-01,-1.925998181104660034e-01,9.387423396110534668e-01,-1.795376539230346680e+00,2.771548330783843994e-01,1.063770055770874023e+00,-1.821350336074829102e+00,-6.670588254928588867e-02,7.098804712295532227e-01,-1.539999604225158691e+00,2.005291543900966644e-02,7.545212507247924805e-01,-1.564699172973632812e+00
